Method,Number of Days,Distance function,Days function,Base,RAI,RPC,Start day,End day,Test time,Test duration,File used,TPP,TNP,FPP,FNP
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,900,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:38:50.160178,9.571273803710938,coletoressafra2122_31_23,6.083677391294971,0,48.2310571669836,3.463989566681094
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,9000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:39:01.305136,11.134962558746338,coletoressafra2122_31_23,5.154098221881234,0,44.437070856793184,5.883138162824886
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,90000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:39:13.362294,12.057158470153809,coletoressafra2122_31_23,4.430947682654285,0,41.967208333917874,13.584029638659782
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,900000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:39:25.954517,12.592222690582275,coletoressafra2122_31_23,3.7769155307114306,0,39.11959026296598,24.39747107970109
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,46,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:39:32.049112,6.093595743179321,coletoressafra2122_31_23,7.998064112778439,0,61.02538406269968,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,460,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:39:41.051061,9.000945806503296,coletoressafra2122_31_23,6.12329884038557,0,50.160105504379935,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,4600,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:39:51.880753,10.829692363739014,coletoressafra2122_31_23,4.967295530555508,0,45.55936745942323,5.1562841092265765
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,46000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:40:03.804258,11.92350435256958,coletoressafra2122_31_23,4.329657130174583,0,43.06896195488078,8.113169723120851
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,460000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:40:16.305071,12.500813007354736,coletoressafra2122_31_23,3.7249137555570897,0,40.34837873653248,20.53335733997429
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,7,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:40:19.803742,3.4882454872131348,coletoressafra2122_31_23,9.607150263600959,0,77.99901493144148,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,70,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:40:26.503499,6.6997575759887695,coletoressafra2122_31_23,7.13457562534387,0,57.85751695364429,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,700,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:40:35.899754,9.396255016326904,coletoressafra2122_31_23,5.36960563937859,0,48.574508507161745,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,7000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:40:46.918828,11.019073724746704,coletoressafra2122_31_23,4.486035703150022,0,44.50046361708968,5.599554934854959
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,70000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:40:58.859991,11.941162824630737,coletoressafra2122_31_23,3.9528627309235724,0,42.07267984821492,13.73673517575794
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,58,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:41:05.330759,6.459776401519775,coletoressafra2122_31_23,6.948078043090211,0,59.41116245698106,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,580,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:41:14.571155,9.238398313522339,coletoressafra2122_31_23,5.280370881205408,0,49.33504138768744,0
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,5800,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:41:25.450316,10.879161357879639,coletoressafra2122_31_23,4.368436342001468,0,45.13507899018497,5.396435340638791
Circular Growth no touch,100,logaritmic_growth_distance,logaritmic_growth_days,58000,,,2021-10-26 00:00:00,2022-02-02 00:00:00,2023-06-13 20:41:37.397443,11.947126150131226,coletoressafra2122_31_23,3.802774997673015,0,42.359901915875355,13.094662829340743
